sample_key,case_id,suggested_method,proposed_new_category,reason
171,book2_r1\071.json,数学计算\事件发生概率及独立性,,该问题要求从10个申请者（6男4女）中随机选3人，计算没有女性被选中的概率。这是一个基于超几何分布的事件概率计算问题，属于根据概率规则和分布假设计算特定事件发生概率的范畴，与'事件发生概率及独立性'二级类目的定义（根据概率规则、分布假设或列联结构计算事件概率）完全吻合。
174,book2_r1\072.json,数学计算\事件发生概率及独立性,,"该问题要求计算标准正态随机变量落在特定区间(-1.33, 1.33)内的概率，本质上是根据已知分布（标准正态分布）计算事件发生概率的问题。这属于'数学计算'中的'事件发生概率及独立性'类目，该类目涵盖根据概率规则和分布假设计算事件概率的问题。"
177,book2_r1\073.json,数学计算\事件发生概率及独立性,,该问题要求计算标准正态随机变量超过1.64的概率，即P(Z > 1.64)，本质上是根据已知的概率分布（标准正态分布）计算某个事件（Z超过某阈值）的概率。这属于'事件发生概率及独立性'类目，该类目涵盖根据分布假设计算事件概率的问题。
178,book2_r1\074.json,数学计算\事件发生概率及独立性,,"该问题要求根据标准正态分布计算 P(Z < 0.67)，即在已知分布假设（标准正态）下计算某一事件的发生概率。这正属于""事件发生概率及独立性""二级类目的定义范畴——'根据概率规则、分布假设或列联结构计算事件概率'。问题核心是查标准正态分布的累积分布函数值，属于基于分布假设的事件概率计算，与该类目高度吻合。"
182,book2_r1\075.json,数学计算\事件发生概率及独立性,,"该问题要求在已知分布假设（标准正态分布）下，计算特定事件（|Z| > 1.96）的发生概率。这属于根据概率规则和分布假设计算事件概率的典型问题，与""数学计算""下的""事件发生概率及独立性""二级类目定义——'根据概率规则、分布假设或列联结构计算事件概率'——高度吻合。问题不涉及参数估计、假设检验或模型拟合，纯粹是基于已知正态分布查表或计算尾部概率，因此最合适的类目即为""事件发生概率及独立性""。"
183,book2_r1\076.json,数学计算\事件发生概率及独立性,,"该问题给定了正态分布的参数（均值和标准差），要求计算随机变量落在某个区间 [8, 12] 内的概率。这属于根据已知分布假设计算事件发生概率的问题，与'事件发生概率及独立性'类目的定义吻合：'根据概率规则、分布假设或列联结构计算事件概率'。虽然涉及正态分布，但问题的核心不是参数估计或分布拟合，而是在已知分布下直接计算概率值。"
184,book2_r1\077.json,数学计算\事件发生概率及独立性,,该问题给定了正态分布的参数（均值27，标准差3），要求计算随机变量取值小于20的概率，即P(X < 20)。这属于根据已知分布假设计算特定事件发生概率的问题，符合'事件发生概率及独立性'类目的定义：'根据概率规则、分布假设或列联结构计算事件概率'。虽然问题不涉及独立性判断，但核心任务是基于分布假设进行概率计算（标准化为z分数后查表），属于该类目的覆盖范围。
185,book2_r1\077.json,数学计算\事件发生概率及独立性,,"该问题的核心任务是：在给定正态分布 N(27, 3) 的假设下，计算 P(X < 20) 的概率值，然后根据该概率是否极小来判断概率模型是否合理。虽然问题表面上涉及'判断模型是否正确'，但它并未使用正式的假设检验框架（如构造检验统计量、确定显著性水平、拒绝域等），而是通过直接计算事件在指定分布下的发生概率，再进行非正式的概率推理。这与'事件发生概率及独立性'的定义——'根据概率规则、分布假设计算事件概率'——高度吻合。"
186,book2_r1\078.json,描述性统计量\分位数/百分位数,,该问题要求在标准正态分布中找到使得P(z ≥ z_0) = 0.10的z值，即求标准正态分布的第90百分位数（上侧10%分位点）。这本质上是一个分位数/百分位数的计算问题——根据给定的累积概率确定对应的分位点值。这与'描述性统计量 > 分位数/百分位数'类目完全吻合。
189,book2_r1\079.json,描述性统计量\分位数/百分位数,,该问题要求根据给定的概率（95%），求标准正态分布的临界值 z_0，使得 P(-z_0 ≤ z ≤ z_0) = 0.95。这本质上是对标准正态分布求分位点（即 97.5% 百分位数），属于'计算数据或分布在排序后相对位置'的问题。'分位数/百分位数'类目的定义中明确包含'阈值分位点'，正好覆盖了从已知概率反推分布临界值这一操作。
195,book2_r1\080.json,描述性统计量\分位数/百分位数,,该问题要求在已知正态分布参数（均值和标准差）的前提下，计算日产量的第90百分位数对应的具体数值，即找到分布中排序后相对位置为90%的分位点。这正是'分位数/百分位数'二级类目所覆盖的内容——计算或解释数据在排序后相对位置的问题，包括百分位数、阈值分位点等。
196,book2_r1\081.json,数学计算\期望,,"该问题要求根据二项分布（n=200, p=0.06）计算随机变量 x 的均值（即数学期望 np）和标准差（即 sqrt(np(1-p))）。在现有 taxonomy 中，'数学计算 > 期望' 的定义明确涵盖'计算随机变量的数学期望'，并且特别说明'方差等基于期望定义的量的计算也包含在内'，标准差是方差的平方根，属于该范畴。因此该问题与'期望'二级类目高度吻合。"
197,book2_r1\081.json,数学计算\事件发生概率及独立性,,"该问题的核心任务是在已知二项分布参数（n=200, p=0.06）的前提下，利用正态近似计算事件 P(X ≥ 20) 的概率。这属于'根据概率规则、分布假设计算事件概率'的典型问题，与'事件发生概率及独立性'二级类目的定义高度吻合。问题不涉及参数估计（非MLE）、不涉及期望计算、也不涉及反推样本量，而是直接基于分布假设计算某一事件的发生概率。"
202,book2_r1\083.json,数学计算\期望,,"题目要求根据已知的均匀分布 U(150, 200) 计算随机变量 x 的均值（期望）和标准差（标准差是方差的平方根，而方差基于期望定义）。这属于纯粹的数学计算，而非对实际数据的描述性统计。'期望'二级类目的定义明确包含'离散/连续分布下的期望'以及'方差等基于期望定义的量的计算'，与本题完全吻合。"
203,book2_r1\083.json,数据可视化\连续型变量分布,,题目要求绘制均匀分布的概率分布图，并在水平轴上标注均值以及均值周围1个和2个标准差的区间。这属于对单个连续型变量（钢板厚度，服从均匀分布）的分布形态进行可视化展示的问题，与'数据可视化 > 连续型变量分布'类目完全吻合。
204,book2_r1\083.json,数学计算\事件发生概率及独立性,,该问题要求在给定均匀分布假设下，计算钢板厚度小于160毫米（即需要报废）的概率。这属于根据分布假设计算特定事件发生概率的问题，直接对应'事件发生概率及独立性'这一二级类目。
205,book2_r1\084.json,数学计算\事件发生概率及独立性,,该问题给定了指数分布模型及其参数，要求计算P(X>5)的概率，即根据已知概率分布计算特定事件发生的概率。这属于'事件发生概率及独立性'类目，涵盖根据分布假设计算事件概率的问题。
206,book2_r1\085.json,数学计算\期望,,该问题要求根据已知的指数分布参数θ=6.25，计算随机变量x的均值（期望）和标准差。'期望'类目的定义明确包含'计算随机变量的数学期望'以及'方差等基于期望定义的量的计算'，标准差即方差的平方根，属于基于期望定义的量。本题是在给定参数化分布下直接计算期望和标准差，完全吻合该二级类目。
207,book2_r1\085.json,数学计算\事件发生概率及独立性,,本题已知磁控管寿命服从参数θ=6.25的指数分布，要求计算在5年保修期内需要更换的比例，即求P(X≤5)。这是一个在给定分布假设下计算特定事件发生概率的问题，与'事件发生概率及独立性'二级类目的定义——'根据概率规则、分布假设或列联结构计算事件概率'——完全吻合。
208,book2_r1\085.json,数学计算\事件发生概率及独立性,,本题给定磁控管寿命服从指数分布（θ=6.25），要求计算随机变量落在 μ-2σ 到 μ+2σ 区间内的概率。这是一个典型的'根据分布假设计算事件概率'的问题：先由指数分布的性质求出 μ 和 σ，确定具体区间，再通过指数分布的CDF计算该区间的概率。该问题核心在于概率计算，与'事件发生概率及独立性'二级类目中'根据概率规则、分布假设计算事件概率'的定义高度吻合。
209,book2_r1\086.json,,抽样分布,本题要求根据总体分布，列举 n=3 的所有可能样本，计算每个样本的样本均值 x̄，并将相同 x̄ 值对应的概率汇总，从而得到样本均值的抽样分布（sampling distribution）。这是统计推断的基础概念，核心任务不是计算某个单一事件的概率（'事件发生概率及独立性'），也不是仅仅计算期望或状态数，而是系统地推导一个统计量在所有可能样本下的完整概率分布。现有 taxonomy 中'事件发生概率及独立性'侧重于单个或少量事件概率的计算与独立性判断，'期望'侧重于均值的计算，'数据分布建模（MLE/贝叶斯）'侧重于从数据估计参数，均无法准确涵盖'推导统计量的抽样分布'这一经典统计学问题。因此建议在'数学计算'下新增'抽样分布'类目，用于描述给定总体分布后推导样本统计量（如样本均值、样本中位数等）概率分布的问题。
210,book2_r1\086.json,数学计算\事件发生概率及独立性,,"该问题要求根据已知的单次 come-out roll 概率分布（P(x=-5)=1/9, P(x=0)=6/9, P(x=5)=2/9），枚举 n=3 次独立抽样的所有可能样本，利用独立性将各次抽样概率相乘得到联合概率，再将产生相同中位数 m 值的所有样本概率求和，从而构建 m 的抽样分布（即 P(m=-5)、P(m=0)、P(m=5)）。其核心方法是基于概率乘法规则（独立性）和加法规则，计算派生随机变量各取值的概率，属于'事件发生概率及独立性'类目所覆盖的'根据概率规则、分布假设计算事件概率'范畴。"
216,book2_r1\089.json,数学计算\期望,,该问题要求证明样本中位数 m 是总体均值 μ 的有偏估计量。证明过程的核心步骤是：(1) 根据总体分布计算 μ = E[X]；(2) 根据中位数 m 的抽样分布计算 E[m]；(3) 比较二者是否相等。偏差（bias）的定义本身就是 E[估计量] − θ，因此整个问题归结为对随机变量（估计量）的数学期望计算。'期望'类目的定义明确涵盖'计算随机变量或随机过程的数学期望'，与本题所需方法高度契合。
224,book2_r1\092.json,数学计算\事件发生概率及独立性,,该问题要求根据已知的总体均值和标准差，利用中心极限定理求样本均值超过某个值的概率。这本质上是一个计算事件发生概率的问题：给定抽样分布（由中心极限定理得到近似正态分布），计算P(x̄ > 82)。这属于'数学计算'大类下的'事件发生概率及独立性'二级类目，即根据分布假设和概率规则计算特定事件的概率。
225,book2_r1\093.json,数学计算\分布推导,,该问题要求在已知总体均值和标准差的前提下，利用中心极限定理（CLT）描述样本均值的抽样分布（形状、均值μ_x̄=μ、标准误σ/√n）。这属于数理统计中'统计量的抽样分布'这一基础概念，核心是推导统计量（样本均值）在重复抽样下的理论概率分布，而非对观测数据做描述性统计、也非对数据拟合参数化分布（MLE/贝叶斯）、更非假设检验。现有 taxonomy 中'期望'仅覆盖计算E(X̄)和Var(X̄)的数值，但该问题还需判断分布形状（正态近似）并整体刻画抽样分布；'数据分布建模'面向的是用观测数据拟合分布参数；'描述性统计量'面向的是已有数据的汇总统计。因此，现有二级类目均无法准确描述此类'给定总体参数，推导统计量理论抽样分布'的问题，建议在'数学计算'大类下新增'抽样分布'类目，涵盖中心极限定理应用、统计量分布推导、标准误计算等。
226,book2_r1\093.json,数学计算\事件发生概率及独立性,,本题的核心任务是：在已知总体分布参数（均值54、标准差6）和样本量（n=50）的前提下，利用中心极限定理得到样本均值的抽样分布（近似正态），然后计算'样本均值≤52'这一事件发生的概率。这属于'根据概率规则和分布假设计算事件概率'的典型问题，与'事件发生概率及独立性'二级类目的定义高度吻合。虽然涉及抽样分布，但问题并未要求做假设检验或得出接受/拒绝结论，纯粹是概率计算，因此不宜归入'均值检验'。
231,book2_r1\096.json,假设检验与区间估计\均值检验,,本题要求根据已知总体标准差和样本均值，使用区间估计公式计算总体均值μ的置信区间。这属于单总体均值的区间估计问题。在现有taxonomy中，'假设检验与区间估计'类目已明确说明假设检验和区间估计是一体两面，'均值检验'二级类目也涵盖均值的区间估计。本题是经典的单样本均值置信区间（已知σ，使用z区间），因此归入'均值检验'最为合适。
232,book2_r1\097.json,假设检验与区间估计\均值检验,,该问题要求根据样本数据构造总体均值μ的95%置信区间，属于均值的区间估计问题。在taxonomy中，'假设检验与区间估计'类目明确说明假设检验和区间估计是一体两面，'均值检验'二级类目涵盖了关于总体均值的检验与区间估计。本题是典型的单样本均值置信区间构造（基于大样本n=100，可用z区间或t区间），完全符合该类目定义。
241,book2_r1\099.json,假设检验与区间估计\均值检验,,该问题要求根据小样本数据（n=6）构造总体均值μ的95%置信区间，属于单样本均值的区间估计问题。在现有taxonomy中，'假设检验与区间估计'一级类目下的'均值检验'二级类目明确说明包含对应的区间估计方法（taxonomy注释指出'假设检验和区间估计是一体两面，下面的二级类目虽然大多以检验命名，但也包含对应的区间估计方法'）。本题使用样本均值、样本标准差和t分布构造置信区间，正是单样本均值区间估计的典型问题，因此最适合归入'均值检验'类目。
243,book2_r1\100.json,假设检验与区间估计\均值检验,,该问题要求根据小样本数据构建总体均值的99%置信区间并进行解读，属于单样本均值的区间估计问题。在现有taxonomy中，'假设检验与区间估计'类目明确说明'由于假设检验和区间估计是一体两面，下面的二级类目虽然大多以检验命名，但也包含对应的区间估计方法'。因此，均值的置信区间估计归入'均值检验'这一二级类目是最合适的。
245,book2_r1\101.json,假设检验与区间估计\比例检验,,该问题要求根据样本数据估计总体中偏好该品牌的消费者真实比例。这属于单样本比例的点估计与区间估计问题。在现有taxonomy中，'比例检验'类目明确说明也包含对应的区间估计方法（如比例的置信区间），因此该问题最适合归入'假设检验与区间估计\比例检验'。
246,book2_r1\102.json,假设检验与区间估计\比例检验,,该问题要求根据样本数据构建总体比例的90%置信区间，属于单样本比例的区间估计问题。在现有taxonomy中，'假设检验与区间估计'下的'比例检验'类目明确说明包含比例相关的区间估计（taxonomy注释指出假设检验和区间估计是一体两面），因此该问题最适合归入'比例检验'。
249,book2_r1\104.json,数学计算\达到指定概率所需的最小样本量,,该问题的完整背景是：制造商希望以 99% 置信水平将均值估计精度控制在 0.025 磅以内，需要确定所需样本量。当前子问题要求识别误差界限 ME 和对应的 z 临界值，这正是'在给定置信要求和精度目标下反推所需最小样本量'这一问题类型的前置关键步骤。虽然本题尚未直接计算样本量，但 ME 和 z 值的提取完全服务于样本量确定的计算框架（n = (zσ/ME)²），属于该类目的典型组成部分。
250,book2_r1\104.json,描述性统计量\分散程度测度,,该问题的核心是根据观测值的范围（极差）来估计标准差σ，即利用经验法则（如Range Rule of Thumb：σ ≈ Range/4）从数据的离散程度指标（极差）推算另一个离散程度指标（标准差）。这属于描述性统计量中'分散程度测度'的范畴，因为问题聚焦于如何度量和估计数据的离散程度（标准差），而非样本量计算、区间估计或其他推断问题。虽然背景中提到了置信区间和样本量的最终目标，但当前问题明确只问如何从极差估计标准差，属于分散程度测度的计算。
251,book2_r1\104.json,数学计算\达到指定概率所需的最小样本量,,该问题的核心是：在给定置信水平（99%）和允许误差（0.025 pound）的前提下，反推所需的最小样本量 n。这正是'达到指定概率所需的最小样本量'类目的典型场景——该类目定义中明确包含'置信要求'下反推所需最小样本量的问题。本题使用公式 n = (zα/2 · σ / E)² 从置信区间精度要求倒推样本量，完全符合该类目的语义范围。
252,book2_r1\104.json,数学计算\达到指定概率所需的最小样本量,,该问题要求在给定置信水平（99%）和精度要求（误差不超过0.025磅）下，反推所需的最小样本量以估计总体均值。这正是'达到指定概率所需的最小样本量'类目的典型场景：在给定置信要求和精度目标下，确定所需样本数。
256,book2_r1\106.json,假设检验与区间估计\均值检验,,本题要求根据样本均值和样本标准差，为总体均值构造 95% 置信区间。这属于对总体均值的区间估计问题，与均值假设检验互为对偶（一个 95% 置信区间等价于在 α=0.05 水平下不被拒绝的均值假设集合）。在现有 taxonomy 中，'假设检验与区间估计'大类下的'均值检验'最为贴切，其描述虽侧重检验，但所属父类明确包含'区间估计'，且置信区间的构造所用统计量（z 或 t 统计量）、抽样分布理论与均值检验完全一致，因此归入'均值检验'最为合适。
269,book2_r1\111.json,假设检验与区间估计\均值检验,,该问题是一个经典的单样本均值假设检验问题：检验总体均值是否等于12盎司，样本量为100，显著性水平α=0.01，要求确定拒绝域。这属于'假设检验与区间估计'下的'均值检验'二级类目，涵盖单样本均值检验的设置与判断。
271,book2_r1\112.json,假设检验与区间估计\均值检验,,"该问题是一个关于总体均值的单侧假设检验（H₀: μ=100 vs Hₐ: μ>100），属于单样本均值检验。问题要求根据给定的z统计量计算p值、确定拒绝域，并证明两种判断方法结论一致。这完全符合""均值检验""二级类目的定义——'比较一个或多个总体均值是否等于某给定值或彼此相等的问题。包括单样本、双样本、配对 t 检验等。'此处是典型的单样本z检验，属于均值检验的核心内容。"
273,book2_r1\113.json,假设检验与区间估计\均值检验,,"该问题要求对总体均值是否等于给定值12进行双侧假设检验（H₀: μ=12 vs Hₐ: μ≠12），属于典型的单样本均值检验。taxonomy中""假设检验与区间估计""下的""均值检验""明确定义为'比较一个或多个总体均值是否等于某给定值或彼此相等的问题，包括单样本、双样本、配对t检验等'，与本题完全吻合。"
280,book2_r1\115.json,假设检验与区间估计\均值检验,,本题要求在已知总体标准差σ=3.68的条件下，对总体均值是否小于5天进行单样本假设检验（单侧z检验），并计算检验统计量和p值。这属于'比较一个总体均值是否等于某给定值'的经典问题，完全吻合'均值检验'的定义（包括单样本、双样本、配对t检验等），此处为单样本z检验，是均值检验的标准场景。
283,book2_r1\116.json,假设检验与区间估计\均值检验,,该问题的核心是针对单个总体均值是否小于给定值（μ < 20）构建假设检验，要求给出检验统计量公式和拒绝域。这是典型的单样本 t 检验设置（小样本、总体均值检验），完全符合'均值检验'的定义：'比较一个或多个总体均值是否等于某给定值或彼此相等的问题。包括单样本、双样本、配对 t 检验等。'
285,book2_r1\116.json,假设检验与区间估计\均值检验,,该问题的背景是一个典型的单样本t检验场景：检验总体均值μ是否小于20，给定α=0.01，样本量n=10。虽然问题表面上要求计算样本均值x̄、样本标准差s以及检验统计量，但这些计算都是单样本均值检验（one-sample t-test）流程中的核心步骤——样本均值和标准差是计算t统计量的中间量，而t统计量本身就是均值检验的关键输出。因此，整个问题的目的和语境都属于'比较一个总体均值是否等于（或小于）某给定值'的问题，完全符合'假设检验与区间估计'下'均值检验'的定义。
286,book2_r1\116.json,假设检验与区间估计\均值检验,,该问题的核心是根据10个发动机排放数据，检验总体均值μ是否小于20 ppm（即单样本单侧t检验，H₀: μ≥20 vs H₁: μ<20，α=0.01）。这属于典型的'比较一个总体均值是否等于（或小于/大于）某给定值'的问题，完全符合'均值检验'二级类目的定义（包括单样本t检验）。
292,book2_r1\118.json,假设检验与区间估计\比例检验,,该问题要求写出关于总体比例的假设检验的检验统计量公式和拒绝域。具体场景是检验整批货物的次品率是否小于0.05，属于单样本比例检验（单侧）。这直接对应'假设检验与区间估计'下的'比例检验'二级类目，该类目涵盖比较一个总体比例与某给定值大小关系的问题。
295,book2_r1\118.json,假设检验与区间估计\比例检验,,该问题是一个单样本比例检验问题：从大批量电池中随机抽取300个样本，检验总体不合格率是否小于0.05（单侧检验），使用显著性水平α=0.01。这属于比较一个总体比例与某给定值大小关系的假设检验，完全符合'比例检验'的定义。
302,book2_r1\120.json,假设检验与区间估计\方差检验,,该问题是关于总体标准差（等价于方差）是否小于某给定值的假设检验，属于单样本方差检验（使用卡方分布）。具体问题是在给定显著性水平和自由度下确定拒绝域，这是方差检验的核心步骤。
303,book2_r1\120.json,假设检验与区间估计\方差检验,,该问题涉及检验总体标准差（即方差）是否小于某个给定值（σ < 0.1），属于单样本方差检验（使用卡方统计量）。问题具体询问检验统计量的计算过程及其数值，这是方差检验的核心步骤。在现有taxonomy中，'假设检验与区间估计\方差检验'明确涵盖'比较一个或多个总体方差与某给定值大小关系的问题'，完全匹配。
305,book2_r1\121.json,假设检验与区间估计\检验性质分析,,该问题要求在给定真实均值μ=11.9的条件下，计算两个不同显著性水平α对应的第二类错误概率β，并讨论α与β之间的关系。这属于对假设检验基本性质（显著性水平、功效、第一类错误与第二类错误之间的权衡）的分析，直接对应'检验性质分析'这一二级类目。
307,book2_r1\122.json,假设检验与区间估计\均值检验,,该问题要求构造两个总体均值之差的95%置信区间（两个独立样本，各50个观测），这属于双样本均值推断的经典问题。在现有taxonomy中，'假设检验与区间估计'下的'均值检验'涵盖了比较一个或多个总体均值是否等于某给定值或彼此相等的问题，包括双样本t检验及其对应的置信区间构造。置信区间与假设检验是均值推断的两面，该二级类目是最合适的归类。
317,book2_r1\125.json,假设检验与区间估计\均值检验,,该问题要求利用两组独立样本数据，构造两个总体均值之差的95%置信区间。这属于双样本均值比较的经典问题，'均值检验'类目明确涵盖'双样本t检验等'，而其所在的一级类目'假设检验与区间估计'也包含区间估计。置信区间与假设检验是对偶关系，两样本均值差的置信区间正是双样本t检验框架下的标准内容，因此'均值检验'是最贴切的二级类目。
321,book2_r1\126.json,假设检验与区间估计\均值检验,,该问题要求对配对数据（matched pairs）构造均值差异 μ_d = μ_1 - μ_2 的95%置信区间，本质上是配对 t 区间估计。在现有 taxonomy 中，'假设检验与区间估计'大类下的'均值检验'定义明确包括'配对 t 检验等'，而置信区间是假设检验的对偶形式，且该大类名称本身即涵盖'区间估计'。因此'均值检验'是最贴切的二级类目。
322,book2_r1\126.json,假设检验与区间估计\均值检验,,该问题是配对样本均值差异的区间估计问题。虽然问题直接问的是置信区间而非假设检验，但配对t检验与配对均值差的置信区间是同一框架下的两种等价推断形式。在现有taxonomy中，'均值检验'类目涵盖'单样本、双样本、配对t检验等'，配对均值差的置信区间正是配对t检验框架的一部分，属于该类目的自然延伸。因此选择'均值检验'作为最合适的二级类目。
324,book2_r1\127.json,假设检验与区间估计\比例检验,,该问题要求比较两个总体比例（两种汽车型号在2年内需要大修的比例）是否存在差异，属于双样本比例检验。题目明确要求计算检验统计量和拒绝域，这是典型的两样本比例检验（z检验）问题，完全符合'比例检验'二级类目的定义。
327,book2_r1\127.json,假设检验与区间估计\比例检验,,该问题比较两个总体比例（两种汽车型号需要大修的比例）是否存在差异，属于双样本比例检验（z检验）。题目要求计算检验统计量z的值，这正是比例检验的核心内容。
336,book2_r1\130.json,数学计算\达到指定概率所需的最小样本量,,"该问题的核心是：在给定置信水平（95%）和期望的估计精度（误差范围 .005）的前提下，反推所需的最小样本量 n。这正是""达到指定概率所需的最小样本量""类目的典型场景——其定义明确包含'在给定置信要求下，反推所需最小样本量'的问题。虽然该类目示例侧重'至少发生一次事件'等场景，但定义中的'置信要求'涵盖了置信区间精度对样本量的要求，因此本题完全属于该二级类目。"
339,book2_r1\131.json,假设检验与区间估计\方差检验,,该问题要求比较两个总体（两个造纸厂）的生产水平变异性是否存在差异，需要计算两个样本方差并求出检验统计量（F统计量）。这是典型的双样本方差检验（F检验）问题，属于'假设检验与区间估计'下的'方差检验'二级类目。
343,book2_r1\133.json,假设检验与区间估计\方差检验,,该问题要求对两个总体方差是否相等进行假设检验（即F检验或Levene检验等方差齐性检验），这属于模型诊断中的'假设检验'二级类目。该类目定义为'对模型前提假设是否成立进行正式统计检验的问题'，而等方差假设正是两样本t检验的前提假设之一，本题正是在检验这一前提假设是否成立，因此归入'模型诊断 > 假设检验'最为合适。
344,book2_r1\133.json,假设检验与区间估计\方差检验,,该问题讨论的是在使用双样本 t 检验之前，用 F 检验来验证等方差假设（即 t 检验的前提假设）的局限性。这属于'模型诊断'下的'假设检验'二级类目，因为其核心是对模型前提假设（等方差性）是否成立进行正式统计检验，并讨论该检验本身的可靠性问题（如 F 检验对正态性假设高度敏感，当数据非正态时 F 检验结果不可靠，因此无法据此确认等方差假设成立）。该类目的定义'对模型前提假设是否成立进行正式统计检验的问题，包括正态性检验、异方差检验等'与本问题完全吻合。
361,book2_r1\137.json,假设检验与区间估计\方差分析,,"该问题要求比较四个品牌高尔夫球的平均击球距离是否存在显著差异，采用完全随机设计（completely randomized design），每个品牌各10个样本，属于经典的单因素方差分析（one-way ANOVA）问题。taxonomy 中""假设检验与区间估计""下的""方差分析""明确定义为'比较多个总体均值差异并分解组间/组内变异来源的问题，包括单因素、双因素 ANOVA 等'，与本题完全吻合。"
362,book2_r1\137.json,假设检验与区间估计\方差分析,,该问题要求比较四个品牌高尔夫球的平均击球距离是否存在显著差异，采用完全随机设计（completely randomized design），这是典型的单因素方差分析（One-way ANOVA）问题。问题要求获取检验统计量（F统计量）和p值并解读结果，属于假设检验与区间估计中的'方差分析'二级类目。
372,book2_r1\141.json,假设检验与区间估计\方差分析,,该问题采用随机化区组设计（randomized block design），10位高尔夫球手（区组）分别使用四个品牌的球杆击球，需要检验四个品牌的平均击球距离是否存在显著差异。这是一个典型的双因素方差分析（two-way ANOVA without replication / randomized block ANOVA）问题，属于比较多个总体均值差异并分解组间/组内变异来源的范畴，与现有taxonomy中'方差分析'二级类目完全吻合。
379,book2_r1\143.json,假设检验与区间估计\方差分析,,该问题是一个典型的双因素（Brand × Club）完全随机设计的方差分析问题。题目明确要求进行 ANOVA 检验（包括主效应和交互效应检验），并对结果进行解释。这完全符合'假设检验与区间估计'下'方差分析'二级类目的定义：'比较多个总体均值差异并分解组间/组内变异来源的问题。包括单因素、双因素 ANOVA 等。'虽然题目也涉及结果解读，但核心任务是执行双因素 ANOVA 检验（主效应和交互效应），因此'方差分析'是最贴切的类目。
388,book2_r1\146.json,假设检验与区间估计\分布检验,,该问题要求指定检验统计量公式并计算期望频数，这是卡方拟合优度检验（chi-square goodness-of-fit test）的核心步骤。问题的背景是检验观察到的薪资增长分布是否与公司提出的理论比例一致，属于检验数据是否符合某种理论分布的问题，正好对应'假设检验与区间估计'下的'分布检验'二级类目。
389,book2_r1\146.json,假设检验与区间估计\分布检验,,该问题要求检验观测到的员工加薪分布是否与公司预期的比例分布一致，这是一个经典的卡方拟合优度检验（Chi-square goodness-of-fit test）问题。具体来说，问题要求验证卡方近似的条件是否满足（即各期望频数是否足够大）并确定在α=0.01下的拒绝域。这属于'分布检验'二级类目，该类目明确包括卡方拟合优度检验。
390,book2_r1\146.json,假设检验与区间估计\分布检验,,该问题要求使用卡方检验（chi-square test）比较观测频数与期望频数是否一致，即检验实际分布是否符合公司预设的理论分布比例（25%、65%、10%）。这属于卡方拟合优度检验（chi-square goodness-of-fit test），正是'分布检验'二级类目所涵盖的内容。
392,book2_r1\147.json,假设检验与区间估计\独立性检验,,该问题给出了一个列联表（broker rating × client income），要求在α=0.05下检验两个分类变量是否独立（dependent）。这是典型的卡方独立性检验问题，与'假设检验与区间估计'下的'独立性检验'二级类目完全吻合。
398,book2_r1\149.json,数值计算\获取模型参数估计值,,本题要求在已建立的简单线性回归模型基础上，利用残差平方和 SSE 计算误差标准差 σ 的估计值（即 σ̂ = √(SSE/(n-2))）。σ 是回归模型的一个参数，计算其估计值属于'在给定模型、样本和估计准则后，通过解析或数值方法求参数估计'的范畴，与'数值计算 > 获取模型参数估计值'的定义高度吻合。
415,book2_r1\155.json,数值计算\获取模型参数估计值,,"题目明确给定了一个一阶线性回归模型 y = β0 + β1x1 + β2x2 + ε，提供了 32 个样本数据，并要求使用最小二乘法估计未知参数 β0、β1、β2。这完全符合""数值计算 > 获取模型参数估计值""的定义：'在给定模型、样本和估计准则后，通过解析或数值方法求参数估计的问题。包括求回归系数、分布参数、极值点、EM 迭代结果等。'本题的模型是多元线性回归，估计准则是最小二乘法，目标是求回归系数，与该类目描述高度吻合。"
416,book2_r1\155.json,数值计算\获取模型参数估计值,,该问题要求在给定一阶线性回归模型 y = β0 + β1x1 + β2x2 + ε 和 32 个观测数据后，计算最小残差平方和 SSE。最小 SSE 是通过 OLS（普通最小二乘法）拟合模型、求解回归系数后直接得到的数值结果，其本质是在给定模型、样本和估计准则（最小二乘）下进行参数估计并计算伴随的模型拟合指标。'获取模型参数估计值'的定义涵盖了'在给定模型、样本和估计准则后，通过解析或数值方法求参数估计的问题，包括求回归系数'，SSE 作为 OLS 估计过程的核心数值输出，属于该类目的自然延伸。
417,book2_r1\155.json,数值计算\获取模型参数估计值,,本题要求在给定多元线性回归模型 y = β0 + β1x1 + β2x2 + ε、32 个观测数据的条件下，估计误差方差 σ² 并解释其含义。σ² 是回归模型的关键参数，其估计量为 s² = MSE = SSE/(n-k-1)，属于在给定模型和样本后通过解析方法求取模型参数估计的问题。'获取模型参数估计值'的定义明确包含'求回归系数、分布参数'等，而 σ² 正是回归模型的分布参数（误差项方差）。虽然题目还要求'interpret the result'，但解释 σ² 的含义（即观测值围绕回归面的平均离散程度）是估计完成后的自然附带说明，核心任务仍是参数估计，因此该二级类目最为贴切。
418,book2_r1\155.json,数值计算\获取模型参数估计值,,题目要求在已给定的一阶多元线性回归模型 y = β0 + β1x1 + β2x2 + ε 下，利用32个观测数据估计误差标准差 σ（即回归标准误 s = √(SSE/(n-p))）。σ 是模型的一个参数，估计 σ 属于在给定模型和数据后通过数值/解析方法求取模型参数估计值的问题，与'获取模型参数估计值'二级类目吻合。
