sample_key,case_id,suggested_method,proposed_new_category,reason
122,book3_r1\21.json,数学计算\事件发生概率及独立性,,该问题的核心是在给定独立性假设和每份保单索赔概率(p=0.002)的条件下，基于二项分布（或泊松近似）计算250份保单中收到超过4次索赔的事件概率。这属于'根据概率规则、分布假设计算事件概率'的典型问题，与'事件发生概率及独立性'二级类目的定义完全吻合。问题既涉及独立性假设的应用，也涉及基于分布假设的概率计算，不涉及参数估计、假设检验或预测建模。
123,book3_r1\22.json,数学计算\期望,,"该问题要求计算在给定指数寿命分布下，第一个小时内失效数的数学期望和方差。每个单元在[0,1)内失效的概率可由指数分布计算，失效数服从二项分布，然后需要计算该二项分布的期望和方差。这属于'数学计算-期望'类目，该类目明确包含'离散/连续分布下的期望'以及'方差等基于期望定义的量的计算'。"
124,book3_r1\22.json,数学计算\期望,,"该问题要求计算在给定指数寿命分布下，10个独立单元在时间区间[1,2)内失效数目的期望和方差。这属于根据已知概率分布计算随机变量的数学期望与方差的问题。在现有taxonomy中，'期望'类目明确包含'离散/连续分布下的期望'以及'方差等基于期望定义的量的计算'，因此该问题完全匹配'数学计算-期望'这一二级类目。"
125,book3_r1\23.json,数学计算\事件发生概率及独立性,,"该问题要求根据已知的缺陷概率（3%）和独立性假设，计算100个产品中超过2个有缺陷的概率。这是一个典型的基于二项分布的事件概率计算问题（P(X>2)，其中X~Bin(100,0.03)），属于根据概率规则和分布假设计算事件发生概率的范畴，与'事件发生概率及独立性'二级类目高度吻合。"
126,book3_r1\24.json,数学计算\事件发生概率及独立性,,该问题要求计算在15次独立伯努利试验中恰好达成5次成功（销售）的概率。每次试验成功概率为0.20，试验之间相互独立，这是一个典型的负二项分布或二项分布概率计算问题。核心任务是根据概率规则和分布假设计算特定事件发生的概率，属于'事件发生概率及独立性'类目。
129,book3_r1\25.json,数学计算\分布推导,,"该问题要求根据独立重复实验的概率规则，推导出结果向量 (X1, X2, …, Xm) 的概率分布（即多项分布）。这属于根据概率模型结构和分布定义推导随机变量概率分布的问题，与'数学计算\分布推导'的定义完全吻合。"
130,book3_r1\26.json,数学计算\事件发生概率及独立性,,本题给定X射线机器故障次数服从泊松分布（λ=2），需要计算每周故障数超过2台（即需要外部专家修理）的概率，即P(X>2)=1-P(X≤2)。这是一个基于已知概率分布计算特定事件发生概率的问题，属于'事件发生概率及独立性'二级类目。
131,book3_r1\26.json,数学计算\期望,,"该问题要求计算随机变量的数学期望：每周由外部承包商修理的X光机数量的期望值。这是一个基于Poisson分布的期望计算问题，需要计算E[max(X-2, 0)]，其中X~Poisson(2)。这属于'数学计算'中的'期望'类目，即计算随机变量的数学期望/均值的问题。"
132,book3_r1\27.json,数学计算\事件发生概率及独立性,,该问题要求在独立泊松过程假设下，计算10年期间发生强风但不发生大地震的联合概率。核心任务是利用泊松分布计算各事件在给定时间段内的发生/不发生概率，并结合独立性假设求联合概率。这属于'根据概率规则、分布假设计算事件概率，并判断事件之间是否独立'的范畴，与'事件发生概率及独立性'二级类目高度吻合。
133,book3_r1\27.json,数学计算\事件发生概率及独立性,,该问题要求计算在10年期间同时发生强风和大地震的概率。题目明确给出了两个独立的泊松随机变量（地震和强风），需要利用泊松分布计算各自在10年内至少发生一次的概率，再根据独立性假设求联合概率。这属于'根据概率规则、分布假设计算事件概率，并判断事件之间是否独立'的典型问题，完全符合'事件发生概率及独立性'这一二级类目的定义。
134,book3_r1\27.json,数学计算\事件发生概率及独立性,,该问题需要基于泊松过程和独立性假设，计算在10年期间建筑物受损的概率。具体涉及：(1) 利用泊松分布计算地震和大风在10年内发生的概率；(2) 结合条件概率（给定事件发生时的损坏概率）计算损坏概率；(3) 利用事件独立性假设合并两种独立风险源的损坏概率。这属于'根据概率规则、分布假设计算事件概率，并判断事件之间是否独立'的典型问题，完全符合'事件发生概率及独立性'这一二级类目的定义。
135,book3_r1\28.json,数学计算\事件发生概率及独立性,,"本题给定各月住院人数的期望值（隐含泊松分布假设）并假设住院事件相互独立，要求计算四个月总住院人数超过10的概率。这属于在分布假设与独立性条件下，利用概率规则（泊松分布的可加性）计算特定事件发生概率的问题，与""事件发生概率及独立性""的定义——'根据概率规则、分布假设或列联结构计算事件概率，并判断事件之间是否独立'——高度吻合。"
136,book3_r1\29.json,数学计算\事件发生概率及独立性,,该问题是一个经典的几何分布概率计算问题：在每次尝试成功概率为p=0.05的条件下，求恰好第4次尝试才成功的概率，即前3次失败、第4次成功的概率 P(X=4) = (1-p)^3 * p。这属于根据概率规则和分布假设计算事件发生概率的问题，完全符合'事件发生概率及独立性'这一二级类目的定义，该类目涵盖条件概率、独立性判断以及基于分布假设的概率计算。
137,book3_r1\29.json,数学计算\期望,,该问题要求计算在给定连接概率 p=0.05 下，成功建立连接所需的期望通话次数。这是一个典型的几何分布期望计算问题（E[X] = 1/p），属于计算随机变量数学期望的范畴，与'数学计算\期望'二级类目完全吻合。
138,book3_r1\30.json,数学计算\事件发生概率及独立性,,该问题给定每次测试失败概率为0.05，各次测试独立，要求计算在少于15次测试中发生失败的概率。这本质上是几何分布（首次成功/失败发生在第k次试验）的累积概率计算问题，属于根据概率规则和分布假设计算事件发生概率的范畴，对应'数学计算\事件发生概率及独立性'。
141,book3_r1\31.json,数据分布建模\模型构建,,问题要求确定样本中不合格品数量的概率分布。在已知总体大小（500）、不合格品数（25）、样本量（20）且为不放回抽样的条件下，需要识别该随机变量服从超几何分布，并写出其分布表达式。这属于根据情景和假设为数据选择合适的分布类型（超几何分布）并构建概率模型的问题，与'数据分布建模\模型构建'二级类目的定义完全吻合。虽然也可以考虑'数学计算\分布推导'，但本题重点在于识别和选择正确的分布模型（超几何分布），而非通过概率规则推导未知分布，因此'模型构建'更为贴切。
142,book3_r1\31.json,数学计算\事件发生概率及独立性,,本题要求根据超几何分布计算从500件产品中不放回抽取20件、其中至多1件次品的概率。这属于根据概率规则和分布假设计算事件发生概率的问题，直接对应'数学计算'下的'事件发生概率及独立性'二级类目。
143,book3_r1\32.json,数学计算\事件发生概率及独立性,,该问题要求根据已知的指数分布（均值为6）计算某条生产线在某天使用量超过6千的概率，即计算P(X > 6)。这是一个基于给定概率分布计算特定事件发生概率的问题，属于'事件发生概率及独立性'二级类目。
144,book3_r1\32.json,数学计算\事件发生概率及独立性,,"本题需要先根据指数分布计算单条生产线日用量超过6千的概率 P(X>6)，再利用5条生产线相互独立的条件，将'恰好3条超过6千'建模为二项分布，计算 P(Y=3)。整个过程属于'根据概率规则、分布假设计算事件概率，并利用独立性进行推导'，完全吻合""事件发生概率及独立性""的定义。"
146,book3_r1\33.json,数学计算\事件发生概率及独立性,,"该问题要求在已知寿命服从指数分布（λ=0.00008）的假设下，计算系统至少运行10,000小时的概率，即 P(X≥10000)=e^{-λ·10000}。这属于'根据分布假设计算事件概率'的典型场景，与'事件发生概率及独立性'的定义（根据概率规则、分布假设计算事件概率）高度吻合。虽然涉及设备寿命，但此处并无删失数据、生存曲线估计或Cox模型等生存分析方法，仅是基于给定参数分布的概率计算，因此不宜归入'生存分析'。"
147,book3_r1\33.json,数学计算\事件发生概率及独立性,,该问题要求在指数分布下计算条件概率P(T≥10000 | T≥5000)，本质上是利用指数分布的无记忆性（memoryless property）计算条件概率。这属于'根据概率规则、分布假设计算事件概率'的范畴，与'事件发生概率及独立性'二级类目的定义（包括条件概率、全概率等）完全吻合。
148,book3_r1\34 (1).json,分类与预测\生存分析,,该问题给定元件恒定失效率（即常数风险率/hazard rate）λ = 3×10⁻⁶/h，要求计算在 t = 1000 h 时的可靠度 R(t) = e^{-λt}。可靠度函数 R(t) 就是生存函数 S(t)，恒定失效率对应指数寿命分布，属于经典的生存分析/可靠性分析框架。'生存分析'二级类目的定义明确涵盖'生存函数、风险函数'，与本题完全对应。虽然 taxonomy 中'其它（如 reliability）'也提及 reliability，但该类目指的是心理测量学中的信度（如 Cronbach's alpha），而非工程可靠性/生存函数，概念完全不同。因此'生存分析'是最贴切的类目。
149,book3_r1\35 (1).json,数学计算\事件发生概率及独立性,,该问题要求计算组件在1900小时时的可靠度（reliability），即P(T > 1900)。这本质上是在已知正态分布参数的条件下，通过标准化变换（z-score）查标准正态分布表，计算一个事件（组件在指定时间仍然存活/未失效）的概率。核心操作是根据概率分布计算特定事件的发生概率，属于'事件发生概率及独立性'类目。虽然问题使用了'reliability'术语，但这里并非计算描述性统计量（如Cronbach's alpha等内部一致性指标），而是直接计算一个概率值P(T > 1900) = 1 - Φ((1900-2000)/100) = 1 - Φ(-1) = 0.8413，属于概率计算范畴。
150,book3_r1\36 (1).json,数学计算\事件发生概率及独立性,,"该问题要求在已知正态分布参数的前提下，计算零件在38,000次循环时的可靠度，即P(T ≥ 38,000)。这本质上是根据已知分布计算事件发生概率的问题：将38,000标准化为z分数后查正态分布表求尾部概率。虽然问题使用了'reliability'术语，但其核心是基于概率分布定义计算特定事件的概率值，属于'事件发生概率及独立性'类目。"
151,book3_r1\37.json,数学计算\事件发生概率及独立性,,"本题给定元件失效时间服从对数正态分布（参数 μ=5, σ=1 已完全确定），要求计算元件在寿命 50 个时间单位时的可靠度 R(50)=P(T>50)=1−F(50)。这本质上是根据已知的分布假设，通过概率计算规则直接求取某事件（存活超过 50 时间单位）的概率，属于'根据概率规则、分布假设计算事件概率'的范畴。分布参数已全部给定，无需从数据中估计参数，也不涉及删失数据建模或 KM/Cox 等生存分析方法，因此归入'数学计算 → 事件发生概率及独立性'最为贴切。"
152,book3_r1\37.json,分类与预测\生存分析,,该问题要求根据对数正态分布的参数计算特定时间点的风险率（hazard rate），这是生存分析中的核心概念。风险函数（hazard function）是生存分析的基本组成部分，与生存函数、累积风险函数密切相关。该问题属于'研究事件发生时间'的范畴，关注的是风险函数的计算，完全符合'生存分析'二级类目的定义。
154,book3_r1\38 (1).json,数学计算\事件发生概率及独立性,,"该问题的核心是：已知零件失效时间服从参数已知的对数正态分布（μ=6, σ=2），求零件在 t=200 时刻的可靠度 R(200) = P(T > 200) = 1 − Φ((ln200 − 6)/2)。这本质上是根据已知分布假设计算事件发生概率的问题，没有涉及数据估计、删失处理或模型拟合。'事件发生概率及独立性'的定义明确包含'根据概率规则、分布假设……计算事件概率'，与本题完全吻合。虽然'可靠度'是生存分析的术语，但 taxonomy 中'生存分析'侧重从删失数据中做统计推断（KM曲线、Cox模型等），本题不涉及任何数据分析或参数估计环节，因此'事件发生概率及独立性'更为贴切。"
155,book3_r1\39 (1).json,数学计算\事件发生概率及独立性,,该问题的核心是计算一个事件的概率：独立卡方随机变量之和小于等于给定值的概率。具体步骤是利用独立卡方分布的可加性（自由度分别为3、7、9、10的独立卡方变量之和服从自由度为29的卡方分布），然后查表求P(χ²₂₉ ≤ 19.77)。这属于根据分布假设和概率规则计算事件发生概率的问题，与'事件发生概率及独立性'类目吻合。
156,book3_r1\40.json,数学计算\事件发生概率及独立性,,"该问题给定了 Weibull 分布的参数（β=4, μ=2000, σ=1000），要求计算在工作时间 t=1500 小时时的可靠度 R(t)=P(T>1500)。其核心任务是在已知参数化分布假设下，直接计算某事件（组件在 1500 小时内不失效）的概率，属于'根据分布假设计算事件概率'的范畴。虽然'可靠度'是可靠性工程/生存分析的术语，但本题不涉及删失数据处理、KM 曲线估计、Cox 模型拟合等生存分析统计方法，仅是对已知分布求生存概率的纯概率计算，因此归入'事件发生概率及独立性'最为贴切。"
157,book3_r1\40.json,分类与预测\生存分析,,该问题给定元件失效时间服从 Weibull 分布的参数，要求计算特定工作时间下的风险率（hazard rate）。风险率/风险函数是生存分析的核心量之一，而'生存分析'二级类目的定义中明确包含'关注生存函数、风险函数或中位生存时间等'，且 Weibull 分布是生存分析中最常用的参数化寿命模型。因此该问题与'分类与预测 > 生存分析'高度吻合。
160,book3_r1\41.json,分类与预测\生存分析,,该问题给定元件故障时间服从 Gamma 分布，要求计算 10 个时间单位处的可靠度（reliability），即生存函数 R(t)=P(T>t)=1−F(t)，并涉及风险率（hazard rate）。'可靠度'即生存函数，'风险率'即风险函数，这两个概念是生存分析的核心内容。'生存分析'二级类目的定义明确包含'关注生存函数、风险函数或中位生存时间等'，与本题完全吻合。虽然本题不涉及删失数据或模型估计，但其使用的概念框架（time to failure、reliability、hazard rate）完全属于生存分析的范畴，因此选择'生存分析'最为贴切。
161,book3_r1\41.json,分类与预测\生存分析,,该问题要求在给定gamma分布参数下计算组件在10个时间单位处的风险率（hazard rate）。风险率（hazard function）是生存分析的核心概念之一，与生存函数、风险函数直接相关。'分类与预测'下的'生存分析'定义明确包含'关注生存函数、风险函数或中位生存时间等'，与本题完全吻合。
166,book3_r1\42.json,数学计算\事件发生概率及独立性,,"系统可靠度 R(t) = P(T > t) 是在已知分布（Gamma(α=3, β=1/120)）下计算事件概率的问题。具体来说，需要计算时间到失效随机变量超过280小时的概率，即 P(T > 280)。这属于根据分布假设计算事件概率的范畴，与'事件发生概率及独立性'二级类目中'根据概率规则、分布假设计算事件概率'的定义吻合。虽然问题来自可靠性工程背景，但其数学本质是基于给定参数分布计算某事件的概率值，不涉及生存函数估计、删失数据处理等生存分析特有内容，因此'事件发生概率及独立性'比'生存分析'更为贴切。"
167,book3_r1\43.json,数学计算\事件发生概率及独立性,,本题在已知各站修复时间服从指数分布的前提下，要求计算通信故障持续超过45分钟的概率。这属于根据分布假设计算特定事件发生概率的问题：10台站同时故障且仅有1名维修人员，需要基于指数分布的性质（如最小值仍服从指数分布，或求和服从Gamma分布）计算P(T > 45 min)。该问题核心是概率规则与分布假设下的事件概率计算，与'事件发生概率及独立性'二级类目的定义（'根据概率规则、分布假设或列联结构计算事件概率'）高度吻合。
169,book3_r1\44 (1).json,分类与预测\生存分析,,该问题给出了轮胎的危险函数（hazard function）h(t) = 0.5×10^{-8} t，要求计算一年后的可靠度（reliability），即生存函数 R(t) = exp(-∫₀ᵗ h(u)du)。可靠度函数本质上就是生存函数 S(t)，危险函数 h(t) 也正是生存分析的核心概念。'生存分析'二级类目的定义明确涵盖了'生存函数、风险函数'等内容，与本题完全吻合。虽然描述性统计量中有'其它（如 reliability）'，但该类目指的是测量信度（如 Cronbach's alpha），而非工程可靠性/生存函数意义上的 reliability，因此不适用。
170,book3_r1\45.json,数学计算\事件发生概率及独立性,,"该问题的核心是：已知二项分布参数（n=1000, q=0.06），利用正态近似计算缺陷品数量落在 [50, 70] 区间内的概率。这属于'根据概率规则、分布假设计算事件概率'的典型问题，与'事件发生概率及独立性'二级类目的定义高度吻合——基于已知分布假设（二项分布及其正态近似）计算特定事件发生的概率。不涉及参数估计、假设检验或预测，纯粹是概率计算。"
172,book3_r1\46.json,描述性统计量\统计量性质分析及比较,,该问题要求比较两个估计量的优劣，涉及偏差（bias）和方差（variance）的权衡，需要计算均方误差（MSE）来判断哪个估计量更优。这属于对不同统计量（估计量）的性质（无偏性、有效性、MSE等）进行分析和比较的问题，与'描述性统计量\统计量性质分析及比较'二级类目的定义——'分析和比较不同统计量的性质、优劣和适用场景的问题'——完全吻合。
175,book3_r1\47.json,数据分布建模\MLE,,"该问题明确要求在假设数据来自二项（伯努利）分布的前提下，通过最大化似然函数来估计参数 p。这与""数据分布建模 > MLE""的定义——'假设数据来自某参数化分布，并通过最大化似然函数估计参数的问题'——完全吻合。问题的核心是推导和求解 MLE 估计量，属于典型的最大似然估计问题。"
181,book3_r1\48 (1).json,假设检验与区间估计\分布检验,,该问题要求计算卡方拟合优度检验的检验统计量S，用于判断数据是否服从指数分布。这属于典型的分布检验（goodness-of-fit test）问题，即检验数据是否符合某种理论分布。卡方拟合优度检验是分布检验的经典方法之一，完全符合'分布检验'二级类目的定义。
185,book3_r1\49 (1).json,假设检验与区间估计\分布检验,,该问题要求根据观测频率和期望频率计算卡方检验统计量S，以检验数据是否服从泊松分布。这属于经典的卡方拟合优度检验（chi-squared goodness-of-fit test），用于检验数据是否符合某种理论分布，完全符合'分布检验'这一二级类目的定义。
187,book3_r1\50 (1).json,假设检验与区间估计\分布检验,,该问题要求计算卡方拟合优度检验的检验统计量S，目的是检验失效时间数据是否服从正态分布。这属于模型诊断中的'假设检验'类目，即对模型前提假设（数据是否服从正态分布）进行正式统计检验。卡方拟合优度检验（chi-squared goodness-of-fit test）正是检验数据分布假设是否成立的经典方法，与'模型诊断 > 假设检验'中'正态性检验'的描述完全吻合。
190,book3_r1\51 (1).json,假设检验与区间估计\分布检验,,该问题的核心是使用Kolmogorov-Smirnov (KS) 检验来判断数据是否服从泊松分布，属于检验数据是否符合某种理论分布的问题。虽然具体问题问的是KS检验中经验分布函数F_n(x)和理论分布函数F_0(x)的计算过程，但这是KS分布检验的核心步骤，整体目的仍然是分布拟合检验。'分布检验'二级类目明确包括Kolmogorov-Smirnov检验，因此最为合适。
191,book3_r1\51 (1).json,假设检验与区间估计\分布检验,,该问题要求计算KS检验中的检验统计量D_n，即样本累积分布函数与理论（泊松）累积分布函数之间的最大绝对差值。KS检验是一种经典的分布检验方法，用于检验数据是否服从某一指定的理论分布（此处为泊松分布）。这正好对应'假设检验与区间估计'下的'分布检验'二级类目，该类目明确包含Kolmogorov-Smirnov检验。
194,book3_r1\52 (1).json,假设检验与区间估计\分布检验,,该问题使用Kolmogorov-Smirnov (KS) 检验来判断数据是否服从指定的指数分布，属于检验数据是否符合某种理论分布的问题。KS检验是分布检验的经典方法之一，问题要求计算最大差异统计量D_n并与临界值比较，这正是分布检验的标准流程。
196,book3_r1\53.json,假设检验与区间估计\独立性检验,,该问题给出了一个列联表（观测值与期望值），并询问在0.05显著性水平下，骑自行车的意愿是否与年龄独立。这是一个典型的卡方独立性检验问题，属于'假设检验与区间估计'下的'独立性检验'二级类目。
197,book3_r1\54 (1).json,假设检验与区间估计\均值检验,,该问题要求根据样本均值、方差和t分布临界值构造总体均值μ的95%置信区间。这属于均值的区间估计问题。在现有taxonomy中，'假设检验与区间估计'类目已明确说明'假设检验和区间估计是一体两面，下面的二级类目虽然大多以检验命名，但也包含对应的区间估计方法'。该问题针对的是单个总体均值的置信区间（使用t分布），与'均值检验'二级类目对应的区间估计方法完全匹配。
200,book3_r1\55.json,描述性统计量\集中趋势测度,,该问题要求根据给定样本数据计算样本均值和样本方差。样本均值属于集中趋势测度，样本方差属于分散程度测度。由于问题同时涉及两个描述性统计量，但样本均值是首要计算目标且集中趋势测度是最基本的描述性统计量，选择'集中趋势测度'作为主标签。不过此题实际上同时涵盖了集中趋势测度（均值）和分散程度测度（方差），选择集中趋势测度作为主要标签，因为均值是题目中首先提及的统计量。
201,book3_r1\55.json,描述性统计量\分散程度测度,,问题要求计算样本标准差（sample standard deviation），这是一个典型的分散程度测度。虽然问题还提到了临界t值，但临界t值是从t分布表中查找的数值，属于后续推断的辅助步骤，问题的核心计算任务是求样本标准差这一描述性统计量。在现有taxonomy中，'描述性统计量\分散程度测度'最为贴切，因为样本标准差正是衡量数据离散程度的经典指标。
202,book3_r1\55.json,假设检验与区间估计\均值检验,,该问题要求在正态总体、未知均值和未知标准差的情况下，基于样本数据构造均值μ的95%置信区间（即单样本t区间估计）。在现有taxonomy中，'假设检验与区间估计'类目明确说明假设检验和区间估计是一体两面，其二级类目'均值检验'涵盖了与均值相关的检验和区间估计问题，包括单样本情形。因此该问题最适合归入'假设检验与区间估计\均值检验'。
204,book3_r1\56.json,假设检验与区间估计\比例检验,,该问题要求根据样本数据计算总体比例p的80%双侧置信区间，属于比例的区间估计问题。在现有taxonomy中，'假设检验与区间估计'下的'比例检验'类目明确说明包含关于比例的假设检验及对应的区间估计方法（一体两面），因此该问题属于'比例检验'二级类目。
210,book3_r1\58.json,假设检验与区间估计\序贯检验,,该问题明确涉及序贯概率比检验（SPRT），需要根据给定的H0: p=p0=0.10、H1: p=p1=0.20以及α=0.05、β=0.20计算序贯检验的斜率sb、接受线截距b1和拒绝线截距b0。这正是序贯检验方法的核心内容——在数据逐步收集过程中，通过接受边界和拒绝边界来决定是否停止试验。taxonomy中'假设检验与区间估计\序贯检验'完全匹配此问题。
211,book3_r1\58.json,假设检验与区间估计\序贯检验,,"该问题明确涉及序贯检验（Sequential Probability Ratio Test, SPRT）的应用。背景描述了在逐步观测数据的过程中，根据累积缺陷数与接受线/拒绝线的比较来决定是否接受或拒绝批次。问题要求建立序贯检验计划的接受线和拒绝线，这正是序贯检验的核心内容，与taxonomy中'假设检验与区间估计\序贯检验'的定义完全吻合。"
221,book3_r1\60.json,数学计算\事件发生概率及独立性,,该问题要求根据恒定失效率（指数分布）计算接收单元在25小时任务中的可靠度，即 R(t) = e^{-λt}。这本质上是根据已知的概率分布和参数计算某个事件（单元在任务期间不失效）的概率，属于基于概率规则和分布假设计算事件概率的问题，适合归入'数学计算\事件发生概率及独立性'。
222,book3_r1\60.json,数学计算\事件发生概率及独立性,,该问题要求根据已知的常数故障率（指数分布）计算处理单元在25小时任务期内的可靠度，即 R(t) = e^{-λt}。这本质上是根据概率分布和概率规则计算特定事件（单元在给定时间内不失效）的概率。系统由三个独立单元组成，问题聚焦于计算单个单元的存活概率，属于基于概率规则计算事件发生概率的问题，适合归入'数学计算\事件发生概率及独立性'。
223,book3_r1\60.json,数学计算\事件发生概率及独立性,,该问题要求计算由三个独立单元组成的串联通信系统在25小时任务中的整体可靠度。每个单元的可靠度由指数分布 R(t)=exp(-λt) 给出，系统可靠度为三个独立单元可靠度的乘积 R_sys = R_T × R_R × R_P。这本质上是基于独立性假设和概率规则（独立事件概率相乘）计算系统正常工作这一事件的概率，属于'事件发生概率及独立性'的范畴。
224,book3_r1\61.json,描述性统计量\其它（如 reliability）,,"该问题涉及并联系统的失效时间，即系统失效时间为各组件失效时间的最大值 T = max(T1, T2, T3)。这属于可靠性（reliability）分析的范畴，背景明确涉及系统可靠度计算。在现有 taxonomy 中，'描述性统计量\其它（如 reliability）'明确提到了 reliability 相关内容，是最贴切的二级类目。"
229,book3_r1\61.json,数学计算\分布推导,,该问题要求根据各组件的指数失效时间分布（常数失效率λ_i）推导并行系统的可靠性函数（即系统生存函数）。这本质上是根据独立性假设和概率规则，从各组件的指数分布出发，推导系统层面的概率函数表达式。这属于'分布推导'类目，即根据概率规则、分布定义或模型结构推导出某个随机变量的概率分布/函数的问题。
234,book3_r1\62.json,描述性统计量\其它（如 reliability）,,问题要求计算并联系统的可靠度（reliability），即系统在给定时间内正常工作的概率。这属于可靠性指标的计算，正好对应描述性统计量下的'其它（如 reliability）'二级类目，该类目明确提到了 reliability 作为示例。虽然问题涉及指数分布和概率计算，但其核心目标是求系统的可靠度这一概括性指标，因此最合适的归类是该类目。
235,book3_r1\63.json,数学计算\事件发生概率及独立性,,该问题需要根据独立性假设和每台发动机的可靠性（即正常工作的概率），计算飞机在任务期间至少有三台发动机正常工作的概率。这本质上是一个基于二项分布和独立性假设计算复合事件概率的问题，属于'事件发生概率及独立性'类目。虽然问题使用了'可靠性'一词，但其核心计算过程是利用概率规则（组合概率、独立事件概率相乘）求系统正常运行的概率，而非描述性统计中的reliability指标。
236,book3_r1\64.json,数学计算\事件发生概率及独立性,,该问题要求计算一个冗余待机系统在给定时间点的可靠度（即系统在t=8760小时内正常运行的概率）。这本质上是根据各部件的故障率、切换成功概率等已知概率参数，利用概率规则（如独立事件概率、条件概率）计算系统层面事件（系统正常工作）的概率。虽然涉及'可靠性'术语，但其核心计算过程是基于概率模型求解系统正常运行这一事件的概率，属于'事件发生概率及独立性'的范畴。
237,book3_r1\64.json,数学计算\期望,,MTTF（Mean Time To Failure）本质上是系统寿命随机变量的数学期望。该问题要求在给定故障率λ和切换概率p_s的条件下，计算备用系统失效时间的期望值。这属于基于概率分布（指数分布/备用系统可靠性模型）计算随机变量期望的问题，与'数学计算\期望'类目完全吻合。
240,book3_r1\65.json,分类与预测\生存分析,,该问题涉及一个共享负载并联系统的可靠性计算，即在给定时间点t=10小时计算系统的可靠度R(t)。系统可靠性分析本质上是生存分析的工程应用：可靠度函数R(t)就是生存函数S(t)，失效率λ对应风险函数(hazard function)，MTTF对应平均生存时间。该问题需要基于多阶段失效率（随存活单元数变化的hazard rate）推导系统的生存函数并计算特定时间点的可靠度，这属于生存分析的范畴。虽然也可考虑归入'描述性统计量\其它（如reliability）'，但该问题不仅是计算一个概括性指标，而是涉及基于失效率模型推导生存函数并进行时间相关的可靠性预测，更符合生存分析的框架。
241,book3_r1\65.json,数学计算\期望,,MTTF（Mean Time To Failure）本质上是系统寿命（一个随机变量）的数学期望。该问题要求根据共享负载并联系统的失效率模型，计算系统寿命的期望值。这属于'计算随机变量的数学期望'的范畴，与'期望'二级类目的定义完全吻合。虽然问题涉及可靠性和生存分析的背景，但核心计算任务是求期望值，因此归入'数学计算\期望'最为合适。
242,book3_r1\66 (1).json,数学计算\其它,,该问题要求根据系统的状态转移结构（三状态马尔可夫模型）写出状态概率的微分方程，属于连续时间马尔可夫链的建模问题。现有taxonomy中，'数据分布建模\模型构建'侧重于为数据选择合适的概率分布类型，而本题是基于状态转移率构建马尔可夫过程的微分方程组，属于随机过程/可靠性工程中的马尔可夫模型建模。'数学计算'下的各二级类目（概率空间、事件概率、期望、分布推导等）也不完全贴合，因为本题核心是建立状态转移微分方程而非直接计算概率值或推导分布。'分类与预测\生存分析'虽然涉及可靠性和MTTF，但本题的核心任务是写出马尔可夫微分方程组，而非直接进行生存分析。因此建议新增类目以涵盖马尔可夫模型/随机过程建模类问题。
247,book3_r1\67.json,分类与预测\生存分析,,该问题研究的是系统在预防性维护策略下的可靠度函数 R_M(t) 和平均首次失效时间（MTTF），属于可靠性/生存分析的范畴。问题核心是基于给定的失效时间概率密度函数，推导系统的生存函数（可靠度函数）以及期望寿命（平均失效时间），这与生存分析中关注生存函数、风险函数和中位/平均生存时间的定义高度吻合。虽然问题具有工程可靠性背景（预防性维护），但其数学本质是生存分析问题。
251,book3_r1\69.json,数学计算\事件发生概率及独立性,,该问题要求证明事件A、B、C不是（联合）独立的。这属于根据概率规则计算事件概率并判断事件之间是否独立的问题，核心在于验证P(A∩B∩C)是否等于P(A)·P(B)·P(C)，完全符合'事件发生概率及独立性'这一二级类目的定义（包括条件概率、独立性判断等）。
252,book3_r1\70.json,数学计算\事件发生概率及独立性,,该问题要求在无放回抽样条件下，根据概率规则（超几何分布/古典概型）计算两个单元属于同一类别的事件概率。这属于根据概率规则和组合计算事件发生概率的问题，直接对应'数学计算\事件发生概率及独立性'这一二级类目。
253,book3_r1\71.json,数学计算\达到指定概率所需的最小样本量,,该问题给定每次试验成功概率为0.5，要求至少有一次成功的概率不低于0.99，需要反推所需的最小试验次数。这正好对应'达到指定概率所需的最小样本量'这一二级类目的定义：'在给定成功概率目标、置信要求、估计精度要求或至少发生一次的概率要求下，反推所需最小样本量的问题'，其中明确包括'至少检测到一次事件所需样本数'这一典型场景。
254,book3_r1\72.json,数学计算\事件发生概率及独立性,,本题是一个经典的几何分布概率计算问题：公平硬币重复抛掷直到首次出现正面，求在第六次或之前结束实验的概率。这属于根据概率规则和分布假设（几何分布）计算特定事件发生概率的问题，直接对应'数学计算\事件发生概率及独立性'这一二级类目。
257,book3_r1\73.json,数学计算\事件发生概率及独立性,,该问题要求根据列联表中的频数数据计算一个联合事件（同时拥有电视和汽车）的概率，即 P(TV ∩ Car) = 115/1000。这属于根据数据直接计算事件发生概率的问题，与'事件发生概率及独立性'二级类目的定义完全吻合。
258,book3_r1\73.json,数学计算\事件发生概率及独立性,,该问题要求根据列联表中的频数数据，计算'拥有电视或汽车或两者都有'这一事件的概率。这属于基于概率规则（加法公式 P(A∪B) = P(A) + P(B) - P(A∩B)）计算事件发生概率的问题，与'事件发生概率及独立性'二级类目完全对应。
