sample_key,case_id,suggested_method,proposed_new_category,reason
130,book5_r1\046.json,模型解读\回归系数显著性与方向解读,,该问题要求使用多元Logistic回归模型分析哪些变量与GvHD显著相关（P<0.05）。虽然问题表面上涉及建模，但其核心目标是在模型建立后，根据回归系数的P值判断各自变量对二分类响应变量（是否发生GvHD）的影响是否显著。这正是'回归系数显著性与方向解读'所涵盖的内容——在模型已建立后，解释自变量对响应变量影响是否显著以及影响方向。虽然也可以考虑'分类或发生概率影响因素解读'，但问题的重点在于识别显著变量（P<0.05筛选），而非解读优势比的具体含义，因此'回归系数显著性与方向解读'更为贴切。
132,book5_r1\047.json,模型解读\分类或发生概率影响因素解读,,该问题要求根据多元Logistic回归模型中已估计的回归系数（1.167），计算对应的优势比（odds ratio = exp(1.167)），以解释家族史变量对显著冠状动脉疾病发生概率的影响。这属于在Logistic回归模型已建立后，利用回归系数解释变量如何影响事件发生概率的问题，正好对应'分类或发生概率影响因素解读'这一二级类目。
135,book5_r1\048.json,分类与预测\连续值预测,,问题的核心是用多元回归模型（包含age、sex、height）来预测连续型响应变量TLC（肺总量），并评估预测效果（'How well can ... be predicted'）。TLC是连续数值型变量，问题关注的是利用回归模型对个体肺活量进行预测，属于'连续值预测'范畴。虽然问题也隐含模型拟合优度评估的成分，但其根本目的是建立预测模型并评估预测能力，因此最合适的类目是'分类与预测\连续值预测'。
137,book5_r1\048.json,分类与预测\连续值预测,,该问题要求根据线性回归模型，对具有平均身高的个体计算TLC的95%预测区间（prediction interval）。预测区间是对未来单个观测值的区间预测，本质上属于连续值预测的范畴。虽然问题涉及区间估计的形式，但其目标是预测一个连续型响应变量（TLC）的未来取值范围，而非对总体参数进行假设检验或置信区间估计。因此最合适的归类是'分类与预测\连续值预测'。
138,book5_r1\048.json,模型解读\分组异质性解读,,该问题的核心是探究身高与肺活量之间的关系在男性和女性两个子群体中是否相同，即比较不同性别分组下回归关系（斜率）的差异。这属于'分组异质性解读'的范畴，通常通过在回归模型中加入性别与身高的交互项来检验两组回归斜率是否一致，从而判断关系是否因性别而异。
140,book5_r1\049.json,假设检验与区间估计\均值检验,,
145,book5_r1\051.json,模型解读\回归系数显著性与方向解读,,该问题要求解释Cox回归模型中两个回归系数符号相反的含义，即GvHD的正系数表示增加死亡风险，CML的负系数表示降低死亡风险（保护因素）。这属于在已建立的回归模型中，解释自变量对响应变量影响方向的问题，完全符合'回归系数显著性与方向解读'的定义。
146,book5_r1\051.json,模型解读\分类或发生概率影响因素解读,,该问题要求根据Cox回归模型的回归系数计算hazard ratio（风险比），即解释各变量（GvHD、CML）如何影响死亡风险。这属于生存模型中风险比（HR）的解释问题，正好对应'分类或发生概率影响因素解读'中明确提到的'生存模型中风险比（HR）解释'。问题的核心不是建模或预测，而是基于已建立的Cox模型参数来解读各组患者相对于参考组的死亡风险倍数。
147,book5_r1\051.json,假设检验与区间估计\回归模型参数检验,,本题要求根据Cox回归模型的回归系数及其标准误，计算GvHD对应的风险比(hazard ratio)的95%置信区间。这属于回归模型参数的区间估计问题。在taxonomy中，'假设检验与区间估计'类目说明中明确指出'由于假设检验和区间估计是一体两面，下面的二级类目虽然大多以检验命名，但也包含对应的区间估计方法'。而'回归模型参数检验'是指'回归模型中关于回归系数、方差等模型参数的检验'，这里对Cox模型回归系数对应的hazard ratio构建置信区间正属于此类。
148,book5_r1\051.json,统计结果批判性评价\统计结果可靠性评价,,"该问题要求根据样本量（37例）和事件数（18例死亡）来评估Cox回归模型的可靠性。这是一个典型的统计结果可靠性评价问题，涉及样本量是否足以支撑模型中变量数目（events per variable, EPV准则）、模型估计是否稳定等。该问题的核心不在于模型诊断（如残差分析或拟合优度），而在于从样本量角度批判性评价统计建模结果的可靠程度，因此最适合归入'统计结果批判性评价\统计结果可靠性评价'。"
149,book5_r1\052.json,统计结果批判性评价\统计谬误与偏差识别,,该问题要求对原作者的统计分析方法（Wilcoxon配对秩和检验）及其解释（P>0.05即两种方法无差异）进行批判性评论。核心问题在于识别统计分析中的谬误：(1) 方法比较研究中，不能仅用假设检验来判断两种测量方法的一致性，应使用Bland-Altman分析等方法评估一致性；(2) P>0.05不等于'无差异'，这是对假设检验结果的常见误读（接受零假设的谬误）；(3) Wilcoxon检验检测的是系统性偏移，但忽略了个体差异的变异程度和临床意义。这些都属于统计谬误与偏差识别的范畴。
151,book5_r1\052.json,统计结果批判性评价\统计谬误与偏差识别,,该问题要求识别样本选择过程中的潜在偏差：所有患者都是因需要测量红细胞体积而被转介的，这意味着样本并非随机抽取自一般人群，而是一个有特定临床指征的选择性样本。这属于'选择偏差'（referral bias / selection bias）的识别问题——用这种非代表性样本得出的'两种方法无差异'的结论，其外部效度和可靠性需要质疑。这正是统计谬误与偏差识别类目所涵盖的内容。
152,book5_r1\052.json,数据预处理\异常值处理,,该问题的核心是：在已知某些观测值（患者1和18）可能受到外部因素（食用鸡蛋）影响而产生异常偏大差异的情况下，是否应在分析中考虑这一信息——即是否应识别、处理或排除这些受污染的异常观测。这属于数据预处理阶段对异常值的识别与处理问题，需要判断这些观测是否应被标记、剔除或单独处理，以确保后续方法比较分析的可靠性。
154,book5_r1\053.json,假设检验与区间估计\均值检验,,该问题要求比较两组（类风湿关节炎患者 vs 正常对照）的峰值浓度和曲线下面积（AUC）。虽然AUC需要先通过梯形法则等方法计算，但核心统计分析任务是对两组的峰值和AUC这两个连续型汇总指标进行组间比较（如两样本t检验或非参数等价检验）。这本质上是比较两个总体均值（或中位数）是否存在差异的问题，属于'均值检验'的范畴。
156,book5_r1\054.json,数学计算\事件发生概率及独立性,,该问题需要根据已知的药物使用率(5%)、撒谎比例(1/3)、测谎仪的灵敏度(0.76)和特异度(0.63)，运用条件概率、全概率公式等概率规则，计算最终献血者中药物使用者的比例。这是一个典型的基于概率规则计算事件发生概率的问题，涉及条件概率和全概率公式的应用，属于'数学计算\事件发生概率及独立性'类目。
158,book5_r1\055.json,模型比较（变量选择）\ROC曲线（AUC），覆盖率-捕获率曲线,,该问题要求在不同cut-off阈值下构建2×2分类表，计算每个阈值的sensitivity和specificity，并找到使两者之和最大化的最佳阈值。这本质上是在评估一个诊断/分类工具（呼吸频率）在不同阈值下的判别能力，属于ROC分析的核心内容——通过遍历不同阈值比较sensitivity与specificity的权衡，选择最优操作点。该过程与ROC曲线分析（评估分类排序或筛选效果、比较判别能力）直接对应。
159,book5_r1\055.json,模型比较（变量选择）\ROC曲线（AUC），覆盖率-捕获率曲线,,该问题的核心是在不同呼吸频率cut-off值下评估诊断性能（PPV和NPV），选择最佳cut-off点。这本质上是一个诊断分类阈值选择问题，涉及在不同阈值下比较灵敏度、特异度、PPV、NPV等指标以确定最优分类界值。这与ROC曲线分析密切相关——ROC曲线正是通过遍历不同cut-off值来评估分类判别能力，并选择最佳操作点。虽然题目没有直接画ROC曲线，但其逻辑（在不同阈值下比较分类效果指标以选择最优阈值）完全属于ROC曲线（AUC）、覆盖率-捕获率曲线这一类目的范畴。
160,book5_r1\055.json,描述性统计量\频率与比例测度,,该问题要求根据给定的分组频数表，计算在呼吸频率>50的被治疗儿童中，实际为URI（不必要治疗）的比例（即1-阳性预测值/假阳性比例），以及LRI儿童中未被治疗的比例（即假阴性率/漏诊率）。这些本质上是从列联表/频数表中计算特定条件下的比例（如阳性预测值、灵敏度的补数等），属于频率与比例测度的范畴。虽然这些指标在诊断检验中有专门名称（如PPV、敏感性），但其计算本质是从频数表中提取频率和比例，最贴切的现有二级类目是'频率与比例测度'。
164,book5_r1\057.json,统计结果批判性评价\统计谬误与偏差识别,,该问题要求评估临床试验中各治疗组基线特征的可比性，核心关注点是基线变量差异是否会引入混杂偏差，影响治疗效果的有效比较。这属于对实验设计和统计结果中潜在偏差（如混杂变量、选择偏差）的识别与评价，符合'统计谬误与偏差识别'类目的定义，即识别和解释统计分析中常见的谬误、偏差或误用的问题，包括混杂变量等。
165,book5_r1\057.json,实验设计\实验(抽样)方案评价,,该问题要求评估随机对照试验中各治疗组在基线特征（性别、年龄、疼痛持续时间、疼痛评分、影像学异常）上的可比性，识别组间显著差异并讨论其对分析的潜在影响。这属于对实验方案（随机化分组）质量的评价，即评估随机化是否成功地使各组在基线水平上具有可比性，以及基线不平衡可能带来的偏差问题。这与'实验(抽样)方案评价'类目中'从抽样误差、代表性等角度评估实验方案性能'的定义一致。
168,book5_r1\058.json,统计结果批判性评价\统计谬误与偏差识别,,该问题要求分析一个非盲(open/unblinded)临床试验中，两组退出人数可能不同的原因。核心在于识别试验设计中的偏差来源：由于试验未设盲，医生和患者知道分组情况，这可能导致两组在退出决策上存在系统性差异（如对beta-blocker有禁忌症的患者更可能从治疗组退出，而非对照组）。这属于典型的选择偏差/退出偏差(attrition bias)识别问题，归入'统计谬误与偏差识别'最为合适。
171,book5_r1\059.json,实验设计\实验(抽样)方案评价,,该问题要求对一项开放试验的设计进行评价（comment on the design）。研究采用了前-中-后无对照的开放试验设计（无随机化、无盲法、无对照组），问题的核心是从实验设计角度评估该方案的优缺点，如缺乏随机分配、缺乏安慰剂对照、样本量小、可能的时间效应混杂等。这属于'实验(抽样)方案评价'，即从代表性、偏差、设计合理性等角度评估实验方案性能的问题。
172,book5_r1\059.json,描述性统计量\统计量性质分析及比较,,该问题要求根据给出的均值和标准误来推断夜间肢体运动评分在患者间的分布特征。具体来说，需要分析均值(46.3)与标准误(10.0)的关系——标准误相对于均值很大（SE=10.0，n=13，则SD≈36，接近均值），这意味着数据分散程度大且可能右偏（因为肢体运动不能为负值），从而推断分布可能是偏态的、非正态的。这本质上是通过分析统计量（均值、标准误、隐含的标准差）的性质来推断数据分布特征的问题，属于对统计量性质的分析与比较。
173,book5_r1\059.json,统计结果批判性评价\统计谬误与偏差识别,,该问题要求评价研究中数据分析方法的正确性，并指出应当如何正确分析。这是一个典型的统计分析方法批判性评价问题。具体来说，研究者仅通过描述性统计（均值和标准误）来得出'无一致变化'的结论，而没有使用适当的配对检验（如配对t检验或重复测量方差分析）来正式检验治疗效果。问题的核心在于识别统计分析中的谬误——即仅凭描述性统计而非正式假设检验就得出无效结论，这属于统计方法误用/偏差识别的范畴。
174,book5_r1\059.json,,统计结果呈现与报告规范,该问题询问的是实验结果应如何正确呈现（how should the results have been presented），涉及统计结果的报告方式是否恰当，例如是否应报告配对差值的均值和标准误而非各时期的原始均值和标准误、是否应使用中位数而非均值等。这属于统计结果的呈现与报告规范问题，而非单纯的统计谬误识别、可靠性评价、模型解读或数据可视化。现有taxonomy中'统计结果批判性评价'下的两个二级类目侧重于识别谬误/偏差和评估可靠性，而本题的核心在于结果应以何种形式和统计量来呈现报告，这与报告规范更相关。'数据可视化'也不适合，因为问题并非关于图形选择。因此建议新增类目'统计结果呈现与报告规范'，用于涵盖统计结果应如何恰当呈现、报告哪些统计量、采用何种汇总方式等问题。
175,book5_r1\059.json,统计结果批判性评价\统计谬误与偏差识别,,该问题要求识别作者从'未发现显著效果'推导出'排除存在效果的可能性'这一统计谬误。这是典型的'接受零假设'错误——未能拒绝零假设并不等于零假设为真，尤其在样本量仅为13的情况下，检验功效很低，无法排除存在临床意义效应的可能性。这属于对统计检验结果的误解和逻辑谬误识别，直接对应'统计谬误与偏差识别'这一二级类目。
176,book5_r1\060.json,统计结果批判性评价\统计谬误与偏差识别,,该问题要求识别原始分析中的统计谬误：作者分别在两组内做配对t检验，发现captopril组显著而placebo组不显著，就直接下结论药物有效。这是经典的统计谬误——将'一组显著、另一组不显著'等同于'两组之间存在显著差异'。正确的做法应该是直接比较两组的变化量（如用独立样本t检验比较两组的前后差值），而非分别在各组内检验。这属于统计分析中常见的谬误与偏差识别问题，完全符合'统计谬误与偏差识别'这一二级类目。
177,book5_r1\060.json,假设检验与区间估计\均值检验,,这是一个随机对照试验（RCT），需要比较captopril组与placebo组在血压变化上的差异。原作者仅在各组内做配对t检验，正确的分析应该是比较两组之间血压变化量（before-after差值）的均值差异，即对两组的差值进行两样本t检验（或等价地分析组间差异）。核心统计方法是均值检验——比较两个独立样本的均值是否存在显著差异。虽然数据来自实验设计（RCT），但问题要求的是'perform a correct analysis'，即执行具体的统计检验程序并得出结论，其核心操作是均值比较的假设检验，因此归入'假设检验与区间估计\均值检验'最为合适。
182,book5_r1\062.json,统计结果批判性评价\统计谬误与偏差识别,,该问题讨论的是对P值的常见误解——将P值大小等同于效应大小。这是一种典型的统计谬误：P值不仅取决于效应大小，还取决于样本量、方差等因素，因此较小的P值并不一定意味着更强的效应。问题核心在于识别和解释这一统计推断中的常见误用/谬误，属于'统计谬误与偏差识别'。
187,book5_r1\063.json,假设检验与区间估计\检验性质分析,,该问题探讨的是样本量大小如何影响观测效应量和P值，这属于假设检验基本特征的分析问题。具体来说，样本量影响检验的统计功效（power），进而影响P值的大小——相同的效应在大样本中更容易产生显著的P值，而在小样本中可能不显著。这正是'检验性质分析'所涵盖的内容，即描述假设检验的基本特征，包括显著性水平、功效、样本量对检验结果的影响等。
190,book5_r1\064.json,数学计算\事件发生概率及独立性,,"该问题要求计算女性身高超过男性平均身高的概率，即 P(X > 179.1)，其中 X ~ N(171.7, 5.75²)。这是一个在已知正态分布假设下，通过标准化（z-score）计算特定事件发生概率的问题，属于'事件发生概率及独立性'类目中根据分布假设计算事件概率的范畴。"
191,book5_r1\064.json,数学计算\事件发生概率及独立性,,本题需要根据正态分布假设和贝叶斯公式（条件概率）计算在身高超过182.9cm的成年人中女性的比例。具体步骤包括：分别计算男性和女性身高超过182.9cm的概率（利用正态分布），然后结合先验比例（60%女性、40%男性）通过全概率公式和贝叶斯公式求条件概率P(女性|身高>182.9)。这属于典型的条件概率与贝叶斯公式应用问题，归入'数学计算\事件发生概率及独立性'最为合适。
192,book5_r1\065.json,统计结果批判性评价\统计谬误与偏差识别,,该问题要求解释为何每个年龄组的死亡率都大幅下降，但总体（所有年龄）死亡率却保持不变。这是一个经典的辛普森悖论（Simpson's Paradox）问题，其本质是人口年龄结构（混杂变量）的变化导致了加权汇总结果与分组趋势方向不一致。1983年相比1931-35年，老年人口占比显著增大（人口老龄化），高死亡率的老年组在总体中权重增加，抵消了各年龄组死亡率的下降。这属于统计谬误与偏差识别中的混杂变量/辛普森悖论识别问题。
193,book5_r1\066.json,统计结果批判性评价\统计谬误与偏差识别,,该问题并非要求实际执行卡方检验，而是要求评估在给定数据形式（汇总百分比而非原始频数）下使用卡方检验是否合理。这属于对统计方法适用条件的批判性评价，识别潜在的方法误用或不当应用。题目核心在于判断该检验在此场景下是否存在误用（如数据为百分比而非频数、样本量未知等问题），属于'统计谬误与偏差识别'的范畴。
198,book5_r1\067.json,,方法一致性分析（Bland-Altman分析）,本题要求量化两种测量方法（直接法与间接法）之间的一致性（agreement），这是经典的Bland-Altman分析（又称limits of agreement方法）场景。现有taxonomy中没有专门针对'方法一致性/测量一致性'的类目。最接近的可能是'均值检验'（配对t检验可检验均值差异）或'相关系数'，但这些都不能准确描述一致性分析的核心目的。一致性分析关注的是两种测量方法在个体水平上的偏差和一致性范围，而非简单的均值比较或线性相关。均值检验只检验系统偏差，相关系数只衡量线性关联强度，二者都不等同于一致性评价。Bland-Altman分析通过计算差值的均值（bias）和差值的±1.96SD（limits of agreement）来全面量化一致性，这在现有taxonomy中没有对应的二级类目，因此建议新增。
200,book5_r1\067.json,关联分析\相关系数（一维）,,问题询问的是差异值(Diff)与weight、arm circumference、age之间是否存在关联关系。这本质上是研究连续变量之间的相关性问题，可以通过计算Pearson或Spearman相关系数来分析每对变量之间的线性或单调关联强度。虽然也可以用回归分析来探索，但问题的核心是'是否有关系'（relation），属于关联分析中的一维相关系数分析范畴。
203,book5_r1\068.json,假设检验与区间估计\方差分析,,本题要求对15名受试者在三个不同时间点（Low Day 1、High Day 2、High Day 3）的血浆醛固酮水平进行分析，并判断哪些天之间存在显著差异。这是一个典型的重复测量设计，需要使用重复测量方差分析（repeated measures ANOVA）来比较三个时间点的均值差异，并结合事后多重比较（如配对t检验加Bonferroni校正）来识别哪些天对之间存在显著差异。这属于方差分析的范畴，即通过分解组间/组内变异来源来检验均值差异。
204,book5_r1\068.json,假设检验与区间估计\均值检验,,该问题要求计算Day 1和Day 2血浆醛固酮水平差异的95%置信区间，这是一个配对样本均值差的区间估计问题。在taxonomy中，'假设检验与区间估计'明确说明其二级类目虽以'检验'命名，但也包含对应的区间估计方法。'均值检验'涵盖配对t检验及其对应的置信区间，正好适用于本题中同一组受试者在两个时间点的配对差异的区间估计。
205,book5_r1\068.json,关联分析\相关系数（一维）,,问题要求考察AMS评分与血浆醛固酮在第1天和第2天之间变化量的关联。这涉及两个一维连续变量（AMS评分和醛固酮变化值）之间的关联强度分析，属于典型的相关系数分析问题，可使用Pearson或Spearman相关系数来衡量两者之间的线性或单调关联。
206,book5_r1\069.json,统计结果批判性评价\统计谬误与偏差识别,,该问题的核心是评估一个关于置信区间的论点是否合理——即'置信区间宽且包含正负值就说明分析不合适'这一说法本身是否构成统计谬误。这属于识别统计分析中的误用或谬误：作者错误地将置信区间宽（即精度不足）等同于分析方法不合适，混淆了统计方法的适用性与样本量/效应量不足导致的精度问题。这是一个典型的统计谬误与偏差识别问题。
